Codigo,Nombre,Provincia,Normativa de creaciÑn,Auxiliarato,Tecnicatura,Grado universitario,Dependencia,Habilitado,CUE
1197,INSTITUTO SUPERIOR PARROQUIAL GUSTAVO MARTINEZ ZUVIRIA,Córdoba,null,SI,SI,SI,null,SI,140261700
1198,INSTITUTO SUPERIOR RAMON MENENDEZ PIDAL,Córdoba,RAM  412-10 y ROM 750-11,NO,SI,SI,null,SI,140299800
1199,UNIVERSIDAD NACIONAL DE CORDOBA,Córdoba,Fundacion 19/06/1613 Nacionalizada 11/09/1856,NO,SI,SI,null,SI,"null,"
1200,UNIVERSIDAD NACIONAL DE RIO IV,Córdoba,null,SI,SI,SI,null,SI,"null,"
1202,INSTITUTO PRIVADO NUEVA ESCUELA,Corrientes,null,SI,SI,SI,null,SI,180123400
1203,INSTITUTO SUPERIOR DEL PROFESORADO GRAL. JOSE DE SAN MARTIN,Córdoba,null,SI,SI,SI,null,SI,"null,"
1204,INSTITUTO SUPERIOR TECNOLOGICO Y ESC. PROFESIONAL IRUPE,Corrientes,null,SI,SI,SI,null,SI,180121600
1205,INSTITUTO UNIVERSITARIO DE CIENCIAS DE LA SALUD (BARCELÑ),Corrientes,null,SI,SI,SI,null,SI,"null,"
1207,ESCUELA NORMAL SUPERIOR N 3 RAMON DE LA CRUZ MORENO,Entre Ríos,null,SI,SI,SI,null,SI,300129700
1208,INSTITUTO DE EDUCACION SUPERIOR DE CRUZ ROJA ARGENTINA FILIAL PARANA (D-74),Entre Ríos,null,SI,SI,SI,null,SI,300029300
1210,INSTITUTO SUPERIOR DE CAPACITACION EMPRESARIA,Entre Ríos,null,SI,SI,SI,null,SI,300206700
1211,INSTITUTO SUPERIOR DE ENFERMERIA D-79 CRUZ ROJA ARGENTINA FILIAL GUALEGUAY,Entre Ríos,null,SI,SI,SI,null,SI,300251300
1212,INSTITUTO SUPERIOR DE ENFERMERIA D-80,Entre Ríos,null,SI,SI,SI,null,SI,"null,"
1213,INSTITUTO SUPERIOR MADRE TERESA DE CALCUTA,Entre Ríos,null,SI,SI,SI,null,SI,300294300
1214,UNIVERSIDAD AUTONOMA DE ENTRE RIOS,Entre Ríos,null,NO,SI,SI,null,SI,"null,"
1215,UNIVERSIDAD NACIONAL DE ENTRE RIOS,Entre Ríos,Ley N 20.366/1973,NO,SI,SI,null,SI,"null,"
1216,HOSPITAL DE CLORINDA,Entre Ríos,null,SI,SI,SI,null,SI,"null,"
1217,INSTITUTO SUPERIOR PRIVADO SANTA RITA,Entre Ríos,null,SI,SI,SI,null,SI,"null,"
1218,UNIVERSIDAD NACIONAL DE FORMOSA,Formosa,N 23.631-1988,NO,SI,SI,null,SI,"null,"
1219,INSTITUTO SUPERIOR  DR.GUILLERMO CLELAND PATERSON,Jujuy,DECRETO 830-G-46,NO,SI,SI,null,SI,"null,"
1220,INSTITUTO DE EDUCACION SUPERIOR N°1,Jujuy,null,SI,SI,SI,null,SI,"null,"
1222,IES N°7 POPULORUM PROGRESSIO - INTELA,Jujuy,null,NO,SI,SI,null,SI,"null,"
1223,INSTITUTO DE ENSEÑANZA SUPERIOR CRUZ ROJA ARGENTINA PLAZA HUINCUL,Neuquén,null,NO,SI,SI,null,SI,580075500
1224,INSTITUTO DE VISION TECNOLOGICA,La Pampa,null,NO,SI,SI,null,SI,420074800
1225,INSTITUTO SUPERIOR DE BELLAS ARTES MUNICIPALIDAD DE GENERAL PICO,La Pampa,Resolución Provincial 229/92 y 209/93.,SI,SI,SI,null,SI,420015700
1226,UNIVERSIDAD NACIONAL DE LA PAMPA,La Pampa,N 20.575 12/04/1973,NO,SI,SI,null,SI,"null,"
1227,INSTITUTO UNIVERSITARIO DE CIENCIAS DE LA SALUD - FUNDACION H.A. BARCELO,CABA,Resolución Ministerial N 1.247 del 26/06/1992,NO,NO,SI,null,SI,"null,"
1228,UNIVERSIDAD NACIONAL DE LA RIOJA,La Rioja,Ley N 24299 del 05/01/1994,NO,SI,SI,null,SI,"null,"
1229,ESCUELA DE TECNICOS ASISTENCIALES EN SALUD,Mendoza,null,SI,SI,SI,null,SI,"null,"
1230,HOSPITAL TEODORO J. SCHESTAKOW,Mendoza,null,SI,SI,SI,null,SI,"null,"
1231,INSTITUTO DE CIENCIAS BIOMEDICAS SAN AGUSTIN,Mendoza,null,NO,SI,SI,null,SI,500143200
1232,"PT-172 INSTITUTO DE DOCENCIA, INVESTIGACION Y CAPACITACION LABORAL DE LA SANIDAD",Mendoza,null,NO,SI,SI,null,SI,500180400
1233,INSTITUTO DE EDUCACION SUPERIOR,Buenos Aires,null,SI,SI,SI,null,SI,"null,"
1234,INSTITUTO DE EDUCACION SUPERIOR DR. SALVADOR CALAFAT 9-007,Mendoza,null,NO,SI,SI,null,SI,500134800
1235,INSTITUTO DE ENSEÑANZA PRIVADA DE PROTESIS DENTAL NEOCAST,Mendoza,null,NO,SI,SI,null,SI,500131300
1236,INSTITUTO NUESTRA SEÑORA DEL ROSARIO DE POMPEYA (PT-068),Mendoza,null,NO,SI,SI,null,SI,500129700
1237,PT-071 INSTITUTO DE ENFERMERIA CRUZ ROJA ARGENTINA - SAN RAFAEL,Mendoza,null,SI,SI,SI,null,SI,500132400
1238,INSTITUTO SUPERIOR DE ENSEÑANZA TECNICA,Mendoza,null,SI,SI,SI,null,SI,"null,"
1239,UNIVERSIDAD DE MENDOZA,Mendoza,Decreto PEN N 14.179 del 28/12/1962,NO,SI,SI,null,SI,"null,"
1240,UNIVERSIDAD DEL ACONCAGUA,Mendoza,Decreto PEN N 2.227 del 29/04/1968 Decreto PEN N 4.111 del 10/05/197,NO,SI,SI,null,SI,"null,"
1241,CENTRO EDUCATIVO ALAS Y RAICES N° 0438,Misiones,null,SI,SI,NO,null,SI,540006200
1242,HOSPITAL DE DR. RAMON MADARIAGA,Misiones,null,NO,SI,NO,null,NO,"null,"
1243,HOSPITAL PUBLICO ELDORADO DE AUTOGESTION,Misiones,null,SI,SI,SI,null,NO,"null,"
1245,INSTITUTO TALLER ESPIRITU SANTO (0405),Misiones,null,SI,NO,NO,null,SI,"null,"
1246,"CENTRO DE ESTUDIOS SUPERIORES, INVESTIGACION Y DESARROLLO CESID",Neuquén,null,SI,SI,SI,null,SI,580092500
1248,INST. TERCIARIO SENECA,Neuquén,Consejo Pcial Educación del Neuquén Resolución N 0560-2002,SI,SI,SI,null,SI,580103000
1249,UNIVERSIDAD NACIONAL DEL COMAHUE,Neuquén,Ley N 19.117/1979,NO,SI,SI,null,SI,"null,"
1250,ESCUELA ARGENTINA DE ESTUDIOS SUPERIORES,Río Negro,null,SI,SI,SI,null,SI,620070100
1251,INSTITUTO ANDINO DE EDUCACION PARA LAS CIENCIAS Y TECNOLOGIAS,Río Negro,null,SI,SI,SI,null,SI,"null,"
1252,INSTITUTO DEL VALLE,Río Negro,Res.N 1697/97 del Consejo Provincial de Educación - Prov. de Río Negro,NO,SI,SI,null,SI,620073000
1253,INSTITUTO SUPERIOR PRIVADO DE ENSEÑANZA TECNICA I.S.P.E.T.,Río Negro,Res. 4467/98 del Consejo Provincial de Educación de Río Negro y Res. 124 de Salud PÑblica de Rio Negro,NO,SI,SI,null,SI,620076700
1254,INSTITUTO TERCIARIO ALTA CAPACITACION,Río Negro,null,SI,SI,SI,null,SI,620076700
1255,INSTITUTO TERCIARIO SENECA,Río Negro,C.P. Educación del Río Negro Res N 2353-1998,SI,SI,SI,null,SI,620076600
1256,INSTITUTO SUPERIOR CRUZ ROJA ARGENTINA FILIAL SALTA N° 8034,Salta,null,SI,SI,SI,null,SI,660063300
1259,INSTITUTO SUPERIOR DE FORMACION DOCENTE N° 6010,Salta,null,NO,SI,SI,null,SI,660036600
1260,INSTITUTO SUPERIOR DE FORMACION Y CAPACITACION DOCTOR RAMON CARRILLO N° 8165,Salta,null,SI,SI,SI,null,SI,660117400
1262,INSTITUTO SUPERIOR EN CIENCIAS DE LA SALUD LUIS PASTEUR,Salta,null,SI,SI,SI,null,SI,660123600
1263,INSTITUTO SUPERIOR SAN CAYETANO,Salta,Res. Ministerio de Educación N 2047/00,NO,SI,SI,null,SI,660106500
1264,PROFESORADO DE JARDIN DE INFANTES Y EDUCACION ESPECIAL,Salta,null,SI,SI,SI,null,SI,660121100
1265,PROFESORADO PARA LA ENSEÑANZA PRIMARIA CON ORIENTACION REGIONAL,Salta,null,SI,SI,SI,null,SI,660068500
1266,UNIVERSIDAD NACIONAL DE SALTA,Salta,N 19.633 del 11/05/1972,SI,SI,SI,null,SI,"null,"
1267,INSTITUTO SARMIENTO ESTUDIOS SUPERIORES SRL,San Juan,ICGE 2067-FUNDADO 1942,NO,SI,SI,Privado,SI,70000110
1268,UNIVERSIDAD CATOLICA DE CUYO,San Juan,PEN N 7.710 del 17/09/1963,NO,SI,SI,null,SI,"null,"
1269,UNIVERSIDAD NACIONAL DE SAN LUIS,San Luis,Ley N 20.365/1973,NO,SI,SI,null,SI,"null,"
1270,UNIVERSIDAD NACIONAL DE LA PATAGONIA AUSTRAL,Santa Cruz,Ley N 24.446/1994,NO,SI,SI,null,SI,"null,"
1271,DIRECCION PROVINCIAL DE RECURSOS HUMANOS - ATSA SANTA FE,Santa Fe,null,SI,SI,SI,null,NO,"null,"
1272,CENTRO DE ESTUDIOS SUPERIORES,Santa Fe,Disp. 2401/88,NO,SI,SI,null,SI,820091400
1273,ISET NRO. 59,Santa Fe,Res Min 2868/1992,NO,SI,SI,null,SI,8203880
1274,ESCUELA SUPERIOR DE ENFERMERIA - RAFAELA,Santa Fe,null,NO,SI,SI,null,SI,820444320
1275,ESCUELA DE ENFERMERIA Y ESPECIALIDADES PARAMEDICAS DIPREGEP 4406/4426,Buenos Aires,null,SI,SI,SI,null,SI,"null,"
1276,ESCUELA SUPERIOR DE ENFERMERIA - RECONQUISTA,Santa Fe,null,NO,SI,SI,null,SI,820443100
1277,ESCUELA SUPERIOR DE ENFERMERIA,Santa Fe,null,SI,SI,SI,null,SI,"null,"
1278,ESCUELA  SUPERIOR DE ENFERMERIA ROSA CARMEN ALL,Santa Fe,null,NO,SI,SI,null,SI,820442800
1279,ESCUELA SUPERIOR DE ENFERMERIA MARIA ELENA ARAYA DE COLOMBRES,Santa Fe,null,NO,SI,SI,null,SI,820443000
1280,INSTITUTO DE ESTUDIOS SUPERIORES NRO 29 GALILEO GALILEI,Santa Fe,RM 599/88 Min de Educación Santa Fe,NO,SI,SI,null,SI,"null,"
1281,ISPI N° 9195 - CRUZ ROJA ARGENTINA - FILIAL SANTA FE,Santa Fe,Disp. 671/72,NO,SI,SI,null,SI,820138400
1282,"INSTITUTO SUPERIOR DE CAPACITACION Y ENTRENAMIENTO EN RESCATE, EMERGENCIA Y TRAUMA 4078",Santa Fe,Disp. 106/99,NO,SI,SI,null,SI,820409400
1283,INSTITUTO SUPERIOR PARTICULAR I.S.P.I. NRO 9229 GENERAL JOSE DE SAN MARTIN,Santa Fe,RES.CS Nros.094/99 y 095/99-DISP.0574 Serv. Ens. Priv. Prov. Santa Fe,SI,SI,SI,null,SI,820331900
1284,INSTITUTO SUPERIOR PARTICULAR 9231 GARIBALDI,Santa Fe,disp.982/83    1181/82      1749/84,NO,SI,NO,null,SI,82038200
1285,INSTITUTO SUPERIOR PARTICULAR AUTORIZADO ( I.S.P.A. ) NRO 4057 UMBRAL,Santa Fe,Disp.102/93,NO,SI,NO,null,SI,820136300
1286,INST DE EDU SUPERIOR PARTICULAR AUTORIZADO  4084 CENTRO DE EDUCACION TECNICA PARA EL DIAGNOSTICO,Santa Fe,Disp. 610/01,NO,SI,SI,null,SI,820412100
1287,I.S.P.A. NRO 4067 D IBARRE,Santa Fe,Disp. 363/97,NO,SI,SI,null,SI,820396700
1288,INSTITUTO SUPERIOR PARTICULAR INCORPORADO NRO 4040 CENTRO DE ESTUDIOS SUPERIORES,Santa Fe,Disp. 2401/88,NO,SI,SI,null,SI,820091400
1289,INSTITUTO SUPERIOR PARTICULAR INCORPORADO 9009 SAN JUAN B. DE LA SALLE,Santa Fe,null,NO,NO,SI,null,SI,"null,"
1290,INSTITUTO SUPERIOR PARTICULAR INCORPORADO NRO 9195 CRUZ ROJA ARGENTINA,Santa Fe,Disp. 671/72,NO,SI,SI,null,SI,820188401
1291,INSTITUTO SUPERIOR PARTICULAR INCORPORADO 9203 CRUZ ROJA ARGENTINA,Santa Fe,Expte. 26554/69,NO,SI,SI,null,SI,820381400
1292,INSTITUTO SUPERIOR PARTICULAR INCORPORADO N° 4065 DOCTOR PABLO MIRIZZI,Santa Fe,Disp. 234/97,NO,SI,SI,null,SI,820395900
1293,INSTITUTO SUPERIOR PARTICULAR INCORPORADO NRO 9193 CRUZ ROJA ARGENTINA FILIAL ROSARIO- C 193,Santa Fe,null,NO,SI,SI,null,SI,820250700
1294,INSTITUTO SUPERIOR PARTICULAR NRO 9246 FUNDACION HOSPITAL OLIVEROS,Santa Fe,Disp. Nro. 1197/90,NO,SI,SI,null,SI,820061900
1295,INSTITUTO UNIVERSITARIO ITALIANO DE ROSARIO,Santa Fe,null,SI,SI,SI,null,SI,"null,"
1296,UNIDAD ACADEMICA DE ENFERMERIA CAÑADA DE GOMEZ,Santa Fe,null,NO,SI,SI,null,SI,820443001
1298,UNIVERSIDAD NACIONAL DE ROSARIO,Santa Fe,N 17.987 del 29/11/1968,NO,SI,SI,null,SI,"null,"
1299,ESCUELA DE AUXILIARES DE ENFERMERIA DR. ANTENOR ALVAREZ - CRUZ ROJA,Santiago del Estero,null,SI,SI,SI,null,SI,"null,"
1300,ESCUELA DE CAPACITACION MANUEL BELGRANO N° 26,Santiago del Estero,null,SI,SI,SI,null,SI,"null,"
1301,INSTITUTO CATOLICO DE ESTUDIOS SUPERIORES I.C.E.S.,Santiago del Estero,null,SI,SI,SI,null,SI,860185700
1302,INSTITUTO DE ESTUDIOS SUPERIORES SAN MARTIN DE PORRES,Santiago del Estero,null,SI,SI,SI,null,SI,860155900
1303,INSTITUTO NUESTRO SEÑOR DEL MILAGRO,Santiago del Estero,null,SI,SI,SI,null,SI,"null,"
1304,INSTITUTO SANTA MARIA,Santiago del Estero,null,SI,SI,SI,null,SI,860185400
1305,INSTITUTO SUPERIOR GENERAL SAN MARTIN,Santiago del Estero,null,SI,SI,SI,null,SI,860189900
1306,CENTRO EDUCATIVO DE NIVEL TERCIARIO N° 11- USHUAIA,Tierra del Fuego,null,SI,SI,SI,null,SI,940006500
1307,ASOCIACION DE TRABAJADORES DE LA SANIDAD ARGENTINA (ATSA) - TUCUMAN,Tucumán,null,SI,SI,SI,null,SI,900192300
1309,CENTRO EDUCATIVO DE NIVEL TERCIARION° 74 (C.E.N.T.N° 74),Tucumán,null,NO,SI,SI,null,SI,900104000
1310,COLEGIO SIMON BOLIVAR,Tucumán,null,NO,SI,SI,null,SI,900007100
1311,INSTITUTO DE EDUCACION SUPERIOR (I.E.S.) DR. MIGUEL CAMPERO (EX MARCHETTI),Tucumán,null,NO,SI,SI,null,SI,900071600
1312,INSTITUTO DE ENSEÑANZA SUPERIOR FAMAILLA,Tucumán,null,SI,SI,SI,null,SI,900018300
1313,INSTITUTO DECROLY,Tucumán,null,SI,SI,SI,null,SI,900056100
1314,INSTITUTO PRIVADON° F 48 JUVENIL MODERNO,Tucumán,null,SI,SI,SI,null,SI,900057700
1315,INSTITUTO PRIVADO SAN JUDAS TADEO,Tucumán,null,SI,SI,SI,null,SI,900036600
1316,INSTITUTO SAN LUIS GONZAGA,Tucumán,null,SI,SI,SI,null,SI,900185400
1317,INSTITUTO SAN MIGUEL,Tucumán,null,SI,SI,SI,null,SI,900185700
1318,INSTITUTO TECNICO SANTA APOLONIA,Tucumán,null,SI,SI,SI,null,SI,900184200
1319,INSTITUTO TUCUMANO DE ENSEÑANZA PERSONALIZADA (I.T. E. P.),Tucumán,null,SI,SI,SI,null,SI,900056800
1320,UNIVERSIDAD NACIONAL DE TUCUMAN,Tucumán,N-11.027 de 1921,NO,SI,SI,null,SI,"null,"
1321,UNIVERSIDAD NACIONAL DE JUJUY,Jujuy,Ley N 20.579/1973,SI,SI,SI,null,SI,"null,"
1323,UNIVERSIDAD NACIONAL DEL SUR,Buenos Aires,Decreto PEN N 154 / 1956,NO,SI,SI,null,SI,"null,"
1324,UNIVERSIDAD NACIONAL DEL LITORAL,Santa Fe,Ley N10.861 del 17/10/1919,NO,SI,SI,null,SI,"null,"
1325,UNIVERSIDAD ADVENTISTA DEL PLATA,Entre Ríos,Decreto PEN N 795 del 09/05/2002,SI,SI,SI,null,SI,"null,"
1326,UNIVERSIDAD CATOLICA DE CORDOBA,Córdoba,Decreto PEN N 10.035 del 20/08/1959,SI,SI,SI,null,SI,"null,"
1327,UNIVERSIDAD DE CIENCIAS EMPRESARIALES Y SOCIALES,CABA,Resolución Ministerial N 870 del 04/10/1991 Decreto PEN N 1.426 del 19/10/2004,NO,NO,SI,null,SI,"null,"
1328,UNIVERSIDAD MAIMONIDES,CABA,1.097 del 21/06/1990 Decreto PEN N 823 del 15/05/2002,NO,SI,SI,null,SI,"null,"
1329,UNIVERSIDAD HEBREA ARGENTINA BAR ILAN,CABA,null,SI,SI,SI,null,SI,"null,"
1330,INSTITUTO UNIVERSITARIO ESCUELA DE MEDICINA DEL HOSPITAL ITALIANO,CABA,Decreto 591/00,NO,SI,SI,Privado,SI,"null,"
1331,UNIVERSIDAD NACIONAL DE CUYO,Mendoza,Ley 12.578/1939,NO,SI,SI,null,SI,"null,"
1332,UNIVERSIDAD ARGENTINA JOHN F. KENNEDY,CABA,PEN N 543 del 24/03/1981,SI,SI,SI,null,SI,"null,"
1333,UNIVERSIDAD CATOLICA DE LA PLATA,Buenos Aires,Decreto PEN N 2.949 del 11/08/1971,NO,NO,SI,null,SI,"null,"
1334,UNIVERSIDAD NACIONAL DE MISIONES,Misiones,Ley N 20.286 del 16/04/1973,NO,SI,SI,null,SI,"null,"
1335,UNIVERSIDAD JUAN A. MAZA,Mendoza,Decreto PEN N 2.153 del 20/03/1963,NO,NO,SI,null,SI,"null,"
1336,UNIVERSIDAD NACIONAL DE MAR DEL PLATA,Buenos Aires,Ley N 21139/1975,NO,SI,SI,null,SI,"null,"
1337,UNIVERSIDAD CATOLICA DE SALTA,Salta,Decreto PEN N 2227 del 29/04/1968 Decreto PEN N 491 del 02/09/1982,NO,SI,SI,null,SI,"null,"
1338,UNIVERSIDAD CATOLICA DE SANTA FE,Santa Fe,Decreto PEN N 9.621 del 15/08/1960,NO,NO,SI,null,SI,"null,"
1339,UNIVERSIDAD CATOLICA DE SANTIAGO DEL ESTERO,Santiago del Estero,Decreto PEN N 4.793 del 27/08/1969,NO,NO,SI,null,SI,"null,"
1340,UNIVERSIDAD CENTRO DE ALTOS ESTUDIOS EN CIENCIAS EXACTAS ( CAECE ),CABA,Decreto PEN N 2227 del 29/04/1968 - Resolución Ministerial N 1.295 del 10/08/1987,NO,SI,SI,null,SI,"null,"
1341,UNIVERSIDAD DE CONGRESO,Mendoza,Decreto PEN N 2.377 del 28/12/1994,NO,SI,SI,null,SI,"null,"
1342,UNIVERSIDAD DE FLORES,CABA,Decreto PEN N 2.361 del 28/12/1994,SI,SI,SI,null,SI,"null,"
1343,UNIVERSIDAD ATLANTIDA ARGENTINA,Buenos Aires,Decreto PEN 491 del 05/04/1994,SI,SI,SI,null,SI,"null,"
1344,UNIVERSIDAD DE LA CUENCA DEL PLATA,Corrientes,R. M. N 3215 del 23/11/1993 Reconocimiento Definitivo Ley N 24.521,NO,NO,SI,null,SI,"null,"
1345,UNIVERSIDAD DE LA MARINA MERCANTE,CABA,Resolución Ministerial N 996 del 06/12/1989 Decreto PEN N 1.890 del 13/12/1974,NO,SI,SI,null,SI,"null,"
1346,UNIVERSIDAD DEL MUSEO SOCIAL ARGENTINO,CABA,Decreto PEN N 5.799 del 11/07/196,NO,SI,SI,null,SI,"null,"
1347,UNIVERSIDAD DEL NORTE SANTO TOMAS DE AQUINO,Tucumán,Decreto N 6257 del Poder Ejecutivo Nacional 1965,NO,SI,SI,null,SI,"null,"
1348,UNIVERSIDAD EMPRESARIAL DEL SIGLO XXI,Córdoba,Decreto PEN N 90 del 19/01/1995 Decreto PEN N 1598 del 15/11/2004,NO,NO,SI,null,SI,"null,"
1349,UNIVERSIDAD NACIONAL DE RIO CUARTO,Córdoba,Ley N 19.020/1971,NO,SI,SI,Nacional,SI,"null,"
1351,U. DE LA FRATERNIDAD DE AGRUPACIONES SANTO TOMAS DE AQUINO,Buenos Aires,Resolución Ministerial N 456 del 16/08/1991,NO,SI,SI,null,SI,"null,"
1352,UNIVERSIDAD DE CONCEPCION DEL URUGUAY,Entre Ríos,R. M. N 2.325 del 13/12/1990 Decreto PEN N 1.305 del 20/5/71,NO,SI,SI,null,SI,"null,"
1353,UNIVERSIDAD DEL CENTRO EDUCATIVO LATINOAMERICANO,Santa Fe,null,SI,SI,SI,null,SI,"null,"
1354,INSTITUTO UNIVERSITARIO DE LA FUNDACION ISALUD,CABA,null,SI,SI,SI,null,SI,"null,"
1355,UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO,Santiago del Estero,N20.364 del 16/05/1973,NO,SI,SI,null,SI,"null,"
1356,UNIVERSIDAD NACIONAL DE GENERAL SAN MARTIN,Buenos Aires,N 24.095 10/06/1992,NO,SI,SI,null,SI,"null,"
1390,CENTRO EDUCATIVO DE NIVEL TERCIARIO N° 35 PROF JULIAN GODOY,Tierra del Fuego,null,NO,SI,NO,null,SI,940003200
1391,Escuela De Salud Publica,Tierra del Fuego,null,SI,SI,NO,null,SI,"null,"
1397,UNIVERSIDAD NACIONAL DE ASUNCION,null,null,SI,SI,SI,null,SI,"null,"
1398,UNIVERSIDAD MAYOR DE SAN SIMON,null,null,NO,NO,SI,null,SI,"null,"
1399,UNIVERSIDAD DEL NORTE,null,null,SI,SI,SI,null,SI,"null,"
1400,ESCUELA LATINOAMERICANA DE MEDICINA,null,null,NO,NO,SI,Nacional,SI,"null,"
1401,UNIVERSIDAD ANTONIO NARIÑO,null,null,NO,NO,SI,Nacional,SI,"null,"
1402,UNIVERSIDAD TECNOLOGICA DE PEREIRA,null,null,NO,NO,SI,Nacional,SI,"null,"
1403,ESCUELA METROPOLITANA DE ALTOS ESTUDIOS A-914,CABA,null,NO,SI,null,null,SI,20017500
1404,UNIVERSIDAD DEL NORTE DE BARRANQUILLA,null,null,NO,NO,SI,null,SI,"null,"
1405,UNIVERSIDAD METROPOLITANA DE BARRANQUILLA,null,null,NO,NO,SI,null,SI,"null,"
1406,UNIVERSIDAD PRIVADA DEL VALLE,null,null,NO,NO,SI,null,SI,"null,"
1407,UNIVERSIDAD LIBRE,null,null,NO,NO,SI,null,SI,"null,"
1408,INSTITUTO ARGENTINO DE CAPACITACION,San Juan,null,SI,NO,null,Privado,SI,"null,"
1409,UNIVERSIDAD CATOLICA NTRA SRA DE LA ASUNCION,null,null,NO,NO,SI,null,SI,"null,"
1410,UNIVERSIDAD NACIONAL DE LA REPUBLICA ORIENTAL DEL URUGUAY,null,null,NO,NO,SI,null,SI,"null,"
1411,INSTITUTO MADRE DEUS,CABA,A- 1462,SI,SI,NO,null,SI,202476
1413,U.E.P.G.P N° 173(U.E.P. N° 173) ENFERMERO CARLOS C. ROMERO U.P.C.P.,Chaco,No disponible,SI,SI,null,null,SI,220227400
1414,UNIVERSIDAD POPULAR DEL MIJD,Chaco,Resolución 3893/2010,SI,NO,null,Privado,SI,"null,"
1415,U.E.P. N° 1 - INSTITUTO EDUCATIVO PRIVADO,Chaco,R 1288/04,NO,SI,null,null,SI,220187500
1416,INSTITUTO SUPERIOR EDUCACION Y TRABAJO,Chaco,Resolución 1129/05,NO,SI,null,null,SI,"null,"
1417,INSTITUTO EDUCATIVO PRIVADO N°1,Chaco,SIN DATO,NO,SI,null,null,SI,123456789
1419,ASOCIACION AGENTES DE PROPAGANDA MEDICA SECCIONAL SAN JUAN,San Juan,null,NO,SI,null,Privado,NO,"null,"
1420,U.E.P. N°  135 - INSTITUTO DE NIVEL SUPERIOR NORDESTE,Chaco,null,NO,SI,null,null,SI,220191500
1421,UNIVERSIDAD NACIONAL DE BOLIVIA,null,null,NO,NO,SI,null,SI,"null,"
1422,INST. PARA LA FORMACION E INVESTIGACION MEDICO HOSPITALARIA,Buenos Aires,2237/96,NO,SI,null,null,SI,60643100
1423,UNIVERSIDAD POPULAR,Chaco,SIN DATO,SI,NO,null,Provincial,SI,"null,"
1424,INSTITUTO MORO,Chaco,SIN DATO,SI,NO,null,Privado,SI,"null,"
1425,UPCP,Chaco,SIN DATO,SI,NO,null,Provincial,SI,220227400
1426,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,Buenos Aires,Ley N 24.082 /1992,NO,NO,SI,null,SI,"null,"
1427,UNIVERSIDAD NACIONAL DE LA MATANZA,Buenos Aires,N23.748 29/09/1989,NO,SI,SI,null,SI,"null,"
1428,UNIVERSIDAD NACIONAL DE LUJAN,Buenos Aires,null,NO,NO,SI,Nacional,SI,"null,"
1429,INSTITUTO SUP. DE FORM. PROF. DR.R.CARRILLO,Corrientes,Ley Prov. 5813/2008,SI,SI,null,null,SI,180146100
1430,INSTITUTO SUPERIOR SANTA RITA,Corrientes,null,SI,SI,null,null,SI,180151600
1431,MINISTERIO DE SALUD PUBLICA DE CORRIENTES,Corrientes,null,SI,NO,null,Provincial,SI,"null,"
1432,UNIVERSIDAD NACIONAL DE VILLA MARIA,Córdoba,N 24.484 del 05-04-1995,NO,NO,SI,null,SI,"null,"
1433,UNIVERSIDAD NACIONAL DEL NOROESTE DE LA PROVINCIA DE BS. AS.,Buenos Aires,Decreto PEN N 2.617 del 16/12/2002,NO,SI,SI,null,SI,"null,"
1434,UNIVERSIDAD NACIONAL DE RIO NEGRO,Río Negro,Ley 26330 19/12/07,NO,SI,SI,null,SI,"null,"
1435,UNIVERSIDAD NACIONAL DEL CHACO AUSTRAL,Chaco,26.335 del 26/12/ 2007,NO,SI,SI,null,SI,"null,"
1436,INSTITUTO DE FORMACION Y CAPACITACION CRUZ ROJA ARGENTINA,Corrientes,30 IT-11,NO,SI,NO,null,SI,180143000
1438,INSTITUTO SUPERIOR CUYANO,San Juan,null,NO,SI,NO,null,SI,700081100
1439,UNIVERSIDAD NOTARIAL ARGENTINA,CABA,Decreto PEN N 2.227 del 29/04/1968 Resolución Ministerial N 1.295 del 14/05/1985,null,null,null,null,SI,"null,"
1440,UNIVERSIDAD CHAMPAGNAT,Mendoza,Resolución Ministerial N 586/91 Resolución Ministerial N 3.404 del 23/12/1994,null,null,null,null,SI,"null,"
1441,UNIVERSIDAD DE PALERMO,CABA,2.357 del 21/12/1990 Decreto PEN N 301 del 12/02/2002,NO,SI,SI,null,SI,"null,"
1442,UNIVERSIDAD DE SAN ANDRES,Buenos Aires,Ministerial N1.543 del 23/08/1990 Reconocimiento Definitivo Decreto PEN N 978 del 25/07/2007,null,null,null,null,SI,"null,"
1443,UNIVERSIDAD BLAS PASCAL,Córdoba,R. M. N 2.358 del 21/12/1990 Reconocimiento Definitivo Decreto PEN N 130 del 15/2/2007,NO,NO,SI,null,SI,"null,"
1444,UNIVERSIDAD TORCUATO DI TELLA,CABA,Resolución Ministerial N 841 del 24/09/1991,null,null,null,null,SI,"null,"
1445,UNIVERSIDAD DEL CINE,CABA,Resolución Ministerial N 2.525 del 30/09/1993 Decreto PEN N 856 del 10/04/2003,null,null,null,null,SI,"null,"
1446,UNIVERSIDAD DEL CEMA,CABA,Decreto PEN N 95 del 20/01/1995,null,null,null,null,SI,"null,"
1447,UNIVERSIDAD FAVALORO,CABA,Resolución Minsterial N1.246 del 26/06/1992 Resolución Minsterial N 1.515 del 03/08/1998 Decreto PEN N 963 del 23/10/2003,NO,NO,SI,null,SI,"null,"
